发布日期,单位净值,累计净值,净值增长率(%),申购状态,赎回状态
2025-09-12,1.1694,1.1694,1.24,开放申购,开放赎回
2025-09-11,1.1551,1.1551,-1.43,开放申购,开放赎回
2025-09-10,1.1718,1.1718,0.02,开放申购,开放赎回
2025-09-09,1.1716,1.1716,0.74,开放申购,开放赎回
2025-09-08,1.1630,1.1630,0.61,开放申购,开放赎回
2025-09-05,1.1559,1.1559,1.76,开放申购,开放赎回
2025-09-04,1.1359,1.1359,-1.70,开放申购,开放赎回
2025-09-03,1.1555,1.1555,-0.32,开放申购,开放赎回
2025-09-02,1.1592,1.1592,-0.46,开放申购,开放赎回
2025-09-01,1.1645,1.1645,3.01,开放申购,开放赎回
2025-08-29,1.1305,1.1305,1.34,开放申购,开放赎回
2025-08-28,1.1156,1.1156,-3.09,开放申购,开放赎回
2025-08-27,1.1512,1.1512,-2.00,开放申购,开放赎回
2025-08-26,1.1747,1.1747,-0.65,开放申购,开放赎回
